"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
37,"admin.","married","high.school","no","yes","no","telephone","jun","mon",599,3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
39,"admin.","married","high.school","no","no","no","cellular","may","mon",1063,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,1
37,"self-employed","married","professional.course","no","no","yes","telephone","may","fri",254,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
67,"retired","married","professional.course","no","no","no","telephone","apr","wed",47,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,0
32,"management","married","university.degree","no","yes","no","telephone","may","tue",64,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
37,"blue-collar","married","high.school","no","no","no","telephone","jun","tue",138,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
31,"self-employed","divorced","basic.9y","no","yes","no","cellular","may","fri",12,10,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,0
32,"blue-collar","single","basic.4y","no","yes","no","cellular","jul","tue",145,12,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
41,"housemaid","married","basic.6y","unknown","no","no","telephone","jun","fri",126,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
47,"unknown","married","unknown","no","no","yes","cellular","aug","wed",111,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
35,"entrepreneur","married","professional.course","no","no","yes","cellular","may","thu",111,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
53,"blue-collar","married","unknown","unknown","yes","no","cellular","jul","fri",386,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
55,"technician","married","professional.course","no","no","no","telephone","may","tue",58,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
42,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","tue",199,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
41,"technician","married","professional.course","unknown","no","no","telephone","may","mon",677,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
36,"entrepreneur","married","university.degree","no","no","no","telephone","may","wed",386,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
27,"blue-collar","single","professional.course","no","yes","no","telephone","oct","mon",3284,1,999,0,"nonexistent",-0.1,93.798,-40.4,4.912,5195.8,0
39,"technician","married","high.school","no","yes","no","cellular","jul","thu",1461,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,1
26,"technician","married","unknown","no","no","no","cellular","may","fri",264,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
37,"admin.","single","high.school","no","no","no","cellular","may","fri",165,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
59,"retired","married","basic.4y","no","yes","no","cellular","aug","mon",67,6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
46,"entrepreneur","married","high.school","no","no","no","cellular","may","tue",366,1,6,1,"success",-1.8,92.893,-46.2,1.291,5099.1,0
48,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","mon",9,6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
59,"admin.","married","high.school","no","no","no","telephone","jun","mon",204,4,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
44,"blue-collar","married","basic.4y","no","no","no","telephone","may","mon",281,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
29,"admin.","single","basic.9y","no","no","yes","cellular","may","wed",118,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
27,"student","single","high.school","no","yes","no","telephone","jun","thu",84,3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
37,"technician","single","high.school","no","yes","no","cellular","apr","thu",44,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,0
38,"blue-collar","single","basic.9y","unknown","no","no","telephone","may","wed",294,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
41,"admin.","divorced","high.school","no","yes","yes","cellular","aug","thu",231,2,0,2,"success",-1.7,94.027,-38.3,0.904,4991.6,1
43,"management","married","professional.course","no","yes","no","cellular","nov","tue",99,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
37,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","thu",364,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
31,"technician","married","university.degree","no","no","no","cellular","mar","wed",625,4,999,0,"nonexistent",-1.8,93.369,-34.8,0.651,5008.7,0
43,"management","married","professional.course","no","yes","no","telephone","may","mon",134,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
37,"blue-collar","single","basic.9y","unknown","no","no","telephone","may","fri",121,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
38,"admin.","married","high.school","no","no","no","telephone","jun","thu",605,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
30,"management","single","high.school","no","no","yes","cellular","nov","tue",322,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
22,"student","single","basic.9y","no","no","no","telephone","aug","mon",297,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.861,5076.2,0
56,"admin.","single","university.degree","no","yes","no","cellular","mar","wed",175,1,999,1,"failure",-1.8,93.369,-34.8,0.634,5008.7,1
57,"entrepreneur","married","basic.9y","unknown","yes","no","telephone","jun","fri",850,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
50,"admin.","married","university.degree","no","no","no","cellular","jul","thu",356,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.072,5076.2,1
53,"blue-collar","divorced","unknown","no","yes","no","telephone","jul","tue",341,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
49,"unknown","married","basic.6y","no","no","no","telephone","jun","wed",152,9,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
55,"admin.","married","university.degree","no","no","no","cellular","nov","wed",123,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,0
30,"technician","single","professional.course","no","yes","yes","cellular","aug","fri",22,13,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
36,"blue-collar","single","basic.9y","no","yes","yes","telephone","jun","thu",762,3,999,0,"nonexistent",1.4,94.465,-41.8,4.955,5228.1,1
26,"technician","single","professional.course","no","no","no","cellular","jul","thu",588,3,999,2,"failure",-1.7,94.215,-40.3,0.899,4991.6,1
42,"entrepreneur","married","basic.9y","no","no","no","cellular","oct","wed",122,3,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,0
42,"technician","married","university.degree","no","yes","yes","cellular","aug","thu",111,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
46,"admin.","married","university.degree","unknown","yes","no","cellular","jul","tue",112,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
31,"blue-collar","married","basic.4y","no","no","yes","cellular","may","thu",204,2,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,0
33,"self-employed","married","basic.9y","unknown","no","no","cellular","aug","fri",116,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
32,"self-employed","married","professional.course","no","no","no","telephone","jun","tue",129,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
41,"blue-collar","married","unknown","unknown","yes","yes","cellular","jul","tue",97,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
38,"unknown","married","basic.6y","no","no","no","telephone","jun","wed",75,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
25,"admin.","single","basic.9y","no","yes","no","cellular","jul","thu",14,28,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
42,"blue-collar","married","high.school","no","yes","no","cellular","apr","mon",89,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
31,"admin.","married","high.school","no","yes","no","telephone","jun","tue",166,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
38,"admin.","single","university.degree","no","yes","no","cellular","may","mon",98,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,0
56,"admin.","married","basic.9y","no","yes","no","cellular","apr","thu",299,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,1
27,"services","single","high.school","no","yes","no","telephone","jul","fri",433,1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,0
50,"management","married","university.degree","no","yes","no","telephone","apr","fri",198,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
29,"admin.","single","university.degree","unknown","no","yes","telephone","jun","tue",816,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
29,"admin.","single","university.degree","unknown","yes","no","cellular","jul","fri",837,8,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
35,"technician","single","professional.course","no","unknown","unknown","cellular","may","mon",146,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
44,"admin.","divorced","high.school","no","yes","no","cellular","aug","mon",99,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
39,"entrepreneur","married","basic.9y","no","yes","no","cellular","may","wed",419,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
26,"entrepreneur","single","high.school","no","no","no","telephone","may","wed",331,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
44,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","mon",378,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
57,"self-employed","married","basic.9y","unknown","yes","yes","telephone","may","tue",122,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
44,"admin.","married","university.degree","no","no","no","telephone","jun","fri",8,10,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
42,"blue-collar","single","basic.6y","unknown","no","no","telephone","jul","tue",126,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
54,"blue-collar","married","unknown","no","yes","no","cellular","aug","wed",99,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
43,"blue-collar","married","basic.4y","no","yes","no","telephone","may","thu",609,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
37,"technician","married","university.degree","no","yes","no","cellular","aug","mon",121,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
57,"retired","married","basic.6y","no","no","no","cellular","aug","tue",222,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
55,"retired","married","basic.4y","unknown","no","yes","cellular","jul","tue",599,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
34,"blue-collar","divorced","basic.9y","no","yes","no","cellular","jul","thu",181,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
40,"admin.","single","university.degree","no","yes","no","telephone","may","mon",194,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
62,"unknown","married","professional.course","no","no","no","cellular","jun","thu",277,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,0
46,"admin.","single","high.school","no","no","no","telephone","may","thu",78,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
41,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","wed",256,2,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
51,"blue-collar","single","basic.4y","unknown","yes","no","telephone","jul","wed",70,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
29,"student","single","university.degree","no","yes","no","cellular","jul","thu",489,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
34,"services","divorced","high.school","no","yes","no","telephone","sep","mon",11,1,999,1,"failure",-1.1,94.199,-37.5,0.882,4963.6,0
34,"services","married","high.school","no","no","no","telephone","may","tue",139,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
38,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","fri",136,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
31,"services","single","high.school","no","yes","no","cellular","nov","thu",475,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
29,"services","single","high.school","no","yes","no","telephone","jul","wed",206,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
24,"management","married","university.degree","no","unknown","unknown","cellular","jul","wed",530,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
49,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","fri",133,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
50,"admin.","married","high.school","unknown","yes","no","cellular","jul","mon",339,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
40,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",310,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
24,"student","single","high.school","no","yes","yes","cellular","may","wed",66,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
42,"admin.","single","high.school","no","no","no","cellular","jul","fri",163,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
28,"student","single","basic.4y","no","no","no","telephone","may","thu",484,8,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
54,"technician","single","basic.9y","no","no","no","telephone","jun","mon",186,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
34,"management","married","university.degree","no","yes","no","telephone","may","fri",197,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
30,"admin.","single","university.degree","unknown","no","no","cellular","aug","fri",714,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
30,"technician","single","basic.9y","no","no","no","cellular","jun","mon",93,1,12,1,"success",-2.9,92.963,-40.8,1.266,5076.2,0
38,"management","married","high.school","unknown","yes","no","cellular","apr","fri",143,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
23,"admin.","single","high.school","no","no","no","cellular","may","mon",16,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,0
57,"management","married","university.degree","no","no","no","cellular","jul","thu",164,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
31,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",72,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
32,"management","single","university.degree","no","no","no","cellular","jul","mon",173,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
28,"technician","single","university.degree","unknown","no","no","telephone","jun","wed",262,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
59,"admin.","married","high.school","no","yes","no","cellular","aug","wed",277,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,1
37,"technician","married","professional.course","no","yes","no","telephone","jul","wed",242,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
35,"housemaid","single","professional.course","no","yes","yes","cellular","aug","mon",111,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
37,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",179,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
27,"blue-collar","single","high.school","no","no","yes","cellular","may","thu",308,1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,0
18,"student","single","basic.9y","no","yes","no","cellular","aug","tue",642,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,1
32,"admin.","single","university.degree","no","yes","no","cellular","may","wed",412,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,1
56,"entrepreneur","married","unknown","unknown","no","no","telephone","may","mon",204,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
59,"housemaid","single","professional.course","no","no","no","cellular","nov","wed",69,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
52,"admin.","married","high.school","no","yes","no","cellular","nov","fri",139,2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
37,"unemployed","single","university.degree","no","yes","no","telephone","nov","thu",76,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
42,"admin.","single","university.degree","unknown","yes","no","telephone","may","thu",814,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,1
52,"management","divorced","university.degree","no","no","no","telephone","may","wed",634,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
38,"housemaid","divorced","high.school","no","yes","yes","cellular","nov","thu",360,1,999,0,"nonexistent",-1.1,94.767,-50.8,1.031,4963.6,0
32,"technician","single","university.degree","no","yes","no","cellular","aug","mon",90,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
56,"services","married","high.school","no","yes","no","cellular","aug","tue",460,5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
37,"admin.","married","university.degree","unknown","yes","no","cellular","aug","mon",86,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
47,"admin.","single","university.degree","no","no","no","cellular","aug","wed",267,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
34,"blue-collar","married","high.school","no","yes","no","cellular","may","tue",863,1,3,2,"success",-1.8,92.893,-46.2,1.344,5099.1,1
25,"admin.","single","university.degree","no","yes","yes","cellular","may","wed",163,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,0
31,"technician","married","high.school","no","no","no","cellular","nov","thu",149,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,0
31,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",157,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
56,"blue-collar","married","basic.9y","unknown","no","no","cellular","aug","fri",142,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
19,"student","single","unknown","no","yes","no","telephone","apr","fri",1161,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
31,"services","married","basic.6y","no","no","no","telephone","jun","mon",92,5,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
58,"admin.","single","university.degree","no","no","no","telephone","may","mon",1234,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
29,"admin.","married","university.degree","no","no","no","cellular","may","wed",155,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
28,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",225,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
35,"unknown","single","basic.4y","unknown","yes","yes","telephone","may","mon",374,6,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
36,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","mon",135,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
30,"management","single","university.degree","no","no","no","telephone","jun","mon",86,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
56,"technician","married","professional.course","no","no","no","telephone","oct","wed",73,1,999,0,"nonexistent",-0.1,93.798,-40.4,4.936,5195.8,0
38,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","mon",464,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
32,"services","married","basic.6y","no","yes","yes","telephone","jul","tue",35,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.835,4991.6,0
33,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","wed",157,6,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
29,"admin.","single","university.degree","no","yes","yes","cellular","may","tue",76,1,999,2,"failure",-1.8,92.893,-46.2,1.344,5099.1,0
29,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","tue",42,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
39,"blue-collar","married","basic.4y","no","no","no","cellular","apr","tue",91,1,999,1,"failure",-1.8,93.075,-47.1,1.453,5099.1,0
49,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",260,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
40,"technician","married","basic.9y","no","no","no","telephone","jun","fri",27,4,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
32,"admin.","single","university.degree","unknown","no","no","telephone","may","tue",1346,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,1
35,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",63,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
49,"admin.","married","university.degree","no","no","no","telephone","jun","tue",88,6,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
30,"technician","single","professional.course","no","no","no","cellular","aug","fri",153,5,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
39,"technician","married","high.school","no","yes","no","cellular","jul","thu",1461,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,1
54,"technician","married","university.degree","unknown","no","no","telephone","jun","tue",294,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
49,"retired","married","basic.4y","no","no","no","telephone","jun","mon",93,2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
42,"blue-collar","married","basic.6y","unknown","yes","no","telephone","jun","thu",108,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
25,"admin.","single","basic.9y","no","yes","yes","cellular","jul","thu",8,21,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
30,"unemployed","married","high.school","no","no","yes","cellular","nov","tue",155,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
39,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",102,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
30,"admin.","single","university.degree","no","yes","no","cellular","may","mon",67,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
45,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","thu",263,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
39,"services","married","high.school","no","yes","no","cellular","nov","tue",107,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
31,"admin.","married","high.school","unknown","yes","yes","telephone","may","mon",157,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
48,"admin.","married","university.degree","no","no","no","cellular","nov","fri",634,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
36,"management","divorced","university.degree","no","unknown","unknown","cellular","may","fri",423,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
52,"admin.","divorced","university.degree","no","no","no","telephone","may","tue",136,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
51,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",561,9,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,1
44,"admin.","single","high.school","no","yes","no","cellular","apr","thu",804,2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,0
28,"services","married","unknown","no","yes","no","telephone","may","tue",285,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
39,"technician","married","professional.course","no","no","no","telephone","jun","wed",249,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
47,"management","married","basic.9y","no","no","no","telephone","nov","mon",53,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
49,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","thu",282,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
34,"technician","married","high.school","no","yes","no","cellular","aug","mon",77,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
34,"technician","married","university.degree","no","yes","yes","cellular","aug","fri",65,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
48,"technician","married","professional.course","no","no","no","cellular","apr","wed",95,1,999,1,"failure",-1.8,93.075,-47.1,1.445,5099.1,0
41,"entrepreneur","married","basic.6y","no","no","no","telephone","jul","tue",275,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
31,"technician","divorced","university.degree","no","yes","no","cellular","aug","thu",132,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
42,"blue-collar","married","basic.4y","no","yes","yes","cellular","apr","thu",35,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,0
43,"unknown","married","high.school","unknown","no","no","telephone","may","tue",109,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
31,"technician","single","university.degree","no","no","no","telephone","oct","thu",154,1,999,0,"nonexistent",-0.1,93.798,-40.4,4.794,5195.8,1
43,"unemployed","married","basic.4y","no","no","no","telephone","may","wed",275,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
48,"blue-collar","married","basic.4y","no","yes","no","cellular","nov","fri",168,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
38,"services","married","high.school","no","no","no","telephone","may","wed",483,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
36,"admin.","married","high.school","no","no","no","telephone","may","mon",211,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
36,"admin.","married","unknown","unknown","yes","no","cellular","nov","thu",235,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
45,"admin.","married","university.degree","no","no","no","cellular","aug","mon",608,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,1
30,"services","single","unknown","no","no","no","telephone","jun","mon",163,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
36,"blue-collar","married","high.school","no","no","yes","telephone","jun","fri",164,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
39,"technician","married","professional.course","unknown","yes","no","cellular","aug","wed",145,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
31,"student","single","university.degree","no","no","no","cellular","aug","tue",224,1,9,2,"failure",-1.7,94.027,-38.3,0.899,4991.6,0
36,"entrepreneur","single","basic.4y","no","no","no","cellular","jun","tue",185,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.099,5076.2,1
58,"retired","married","basic.4y","no","no","no","cellular","apr","thu",266,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099.1,1
37,"entrepreneur","divorced","high.school","no","no","no","cellular","nov","wed",90,2,999,2,"failure",-3.4,92.649,-30.1,0.719,5017.5,0
36,"technician","single","professional.course","no","yes","yes","cellular","aug","tue",127,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
49,"retired","married","basic.4y","no","no","no","telephone","jun","mon",93,2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
50,"blue-collar","married","basic.4y","no","no","no","cellular","aug","mon",123,2,15,1,"success",-2.9,92.201,-31.4,0.861,5076.2,0
53,"admin.","married","high.school","unknown","no","no","cellular","aug","thu",201,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
39,"admin.","single","university.degree","unknown","no","no","telephone","may","fri",31,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
37,"technician","single","university.degree","no","no","no","cellular","apr","mon",190,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
40,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","mon",153,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
51,"admin.","divorced","university.degree","no","yes","no","cellular","may","tue",41,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
